Price,Close,High,Low,Open,Volume
Ticker,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS
Date,,,,,
2007-10-05,31.76866912841797,34.579218032047194,26.258099331342944,28.358116533623306,855215656
2007-10-08,30.142332077026367,32.842352093381905,29.952856161576868,32.842352093381905,126671715
2007-10-09,32.19498062133789,32.47919237121999,28.531795058412545,30.15812189464917,116725709
2007-10-10,32.49498748779297,33.15815119704603,32.21077569331334,33.031833178254736,67931378
2007-10-11,36.126583099365234,37.89501771633552,32.21076634384509,37.89501771633552,106320954
2007-10-12,35.88975143432617,37.2318667957815,35.05290388911777,35.36869573887197,99410791
2007-10-15,36.36344909667969,36.85292916681571,36.04765716105732,36.63187309859915,41814972
2007-10-16,40.073997497558594,40.70558554416115,36.15817902111247,36.41081081319227,138614496
2007-10-17,43.20034408569336,44.21087561985104,33.505528669805734,36.00028602421082,204876259
2007-10-18,41.68451690673828,47.19508430591898,39.900294489719705,43.89505901569567,146617799
2007-10-19,41.54243087768555,43.231918208033804,39.47399159696339,40.73715905394133,110266491
2007-10-22,40.98978805541992,42.26874317204994,39.63188070312576,40.705576283191085,72253405
2007-10-23,43.91086196899414,44.30560172836732,42.00031896370763,42.00031896370763,74594921
2007-10-24,43.23192596435547,45.316153498944544,42.7424459170372,44.84246133439052,63055170
2007-10-25,43.13717269897461,44.14770825180825,38.100291379170656,41.76347740419165,34522489
2007-10-26,44.431915283203125,45.1424468131102,42.71084830859254,43.895067525104324,62370025
2007-10-29,45.331932067871094,46.4214156844176,44.937192247847165,45.15824826034103,43657697
2007-10-30,46.34245681762695,47.58983178551745,44.589809859137546,45.947717090471706,79921711
2007-10-31,47.30563735961914,48.34775319080101,46.421421760314885,46.57931770899077,44655368
2007-11-01,46.24772262573242,48.837217280205024,45.8687750091369,48.47405754143405,50632492
2007-11-02,47.084571838378906,47.36878791533399,44.210865294417694,44.574029329815666,32001693
2007-11-05,48.04773712158203,49.10564056896076,46.76877768823139,47.052993751109746,38833135
2007-11-06,48.6793327331543,51.758303717369984,48.01616889529827,48.884596608795,81880281
2007-11-07,47.96879196166992,50.274070655048966,46.89510057411257,49.5793311846064,33593141
2007-11-08,47.14775085449219,48.42671086485962,46.10563909778028,46.737223018988125,27990521
2007-11-12,48.28458786010742,49.137227603742986,44.47929333989834,45.72667291240199,35153735
2007-11-13,49.437225341796875,50.43196881442681,47.54247423842514,49.105645611987256,43830531
2007-11-14,48.789852142333984,51.000395022910794,48.537216100347486,50.30565126144913,36738579
2007-11-15,49.61090850830078,50.479336011201234,48.67932092827275,49.70564434079147,29242252
2007-11-16,49.26353454589844,50.38459374301475,48.69510672563626,49.389850411556544,18895294
2007-11-19,51.04777145385742,52.89515488300764,50.005659921106876,50.38460762246995,40716718
2007-11-20,50.25829315185547,52.26357258442391,49.642497230218886,50.8425090266796,26342171
2007-11-21,46.34245681762695,50.85827758300296,45.22139342258594,50.55827796028507,26814499
2007-11-22,44.74771499633789,47.716161784483496,42.80559599406892,45.852986460757755,34096185
2007-11-23,47.71615219116211,48.00036393966059,45.03191774832041,47.684572156173346,27664090
2007-11-26,48.0951042175293,49.484587336971344,47.71615661215451,49.484587336971344,20159123
2007-11-27,46.910888671875,48.916167699843086,46.421413036248566,48.916167699843086,20573198
2007-11-28,46.21614456176758,48.15826777721222,45.9003527261767,47.93721177901824,16435311
2007-11-29,44.968772888183594,47.62142365738499,44.384557090137754,47.368791882490086,25530967
2007-11-30,46.70561981201172,46.989831579016965,45.15824082880498,45.78982443690573,18437721
2007-12-03,47.36880111694336,47.953017028880936,46.910901117078275,47.27406097048745,16851227
2007-12-04,46.752986907958984,48.07931417504447,46.40561507294132,47.684574426888126,14008727
2007-12-05,48.61616134643555,48.78984941870553,46.737202572756196,46.83193840621203,27725290
2007-12-06,47.71615219116211,50.41617022669791,47.10035650008192,49.67405867886286,24104710
2007-12-07,47.51090621948242,48.69512595875952,46.65827057712422,48.016174164881086,11742386
2007-12-10,47.55827713012695,48.14248875890514,46.94248116932577,47.96880491519304,8330010
2007-12-11,47.337223052978516,48.25301880790602,47.10037910171094,47.98459480649565,11685950
2007-12-12,47.30563735961914,47.73195727768437,46.421421760314885,46.73721365766666,16342131
2007-12-13,46.51614761352539,48.000370925195774,46.34246382061114,47.368787266306384,14620172
2007-12-14,46.05824279785156,46.78456649743969,45.82139895122073,46.35824671686411,10991851
2007-12-17,43.279273986816406,46.579299755460795,42.6318982768488,46.32666376503438,19355678
2007-12-18,43.089805603027344,44.52665672024332,41.74769032179452,42.78980165041261,21607783
2007-12-19,42.300331115722656,44.858246110264524,41.93717132315467,44.479294154331896,19526912
2007-12-20,41.874000549316406,43.20032777338353,41.684524619706785,42.852955949632594,17105204
2007-12-24,43.152957916259766,43.8319093738173,42.158210401456806,42.50558220954672,16711519
2007-12-26,44.46350860595703,45.00035652448181,43.38981705210905,43.38981705210905,20930094
2007-12-27,44.77927780151367,46.01086467402938,44.4003260177245,45.37928122318036,44565277
2007-12-28,45.12665557861328,45.316131495794856,44.21085602610232,44.684543677456276,18354518
2007-12-31,45.458251953125,45.726675910997855,44.905616156469755,45.474044117236076,11982308
2008-01-01,46.29509353637695,46.721413380418255,45.26877004818911,45.69508989223041,16687746
2008-01-02,46.042457580566406,46.6424611700447,45.36350603765147,46.295089318283395,13437280
2008-01-03,47.93720626831055,48.1266822045237,45.20560806110537,45.758243709860196,31815218
2008-01-04,47.684574127197266,49.26353310989913,47.36878233065689,48.63194951681838,28011310
2008-01-07,47.289859771728516,48.37933948482071,46.784591769342455,47.38459564827474,15858063
2008-01-08,45.6793098449707,48.000381142069,45.12667402581405,47.33721730244067,13282666
2008-01-09,44.952980041503906,45.93193564993361,44.84245203546809,45.72667180055347,13113527
2008-01-10,43.87929153442383,46.421418711042506,43.57928753836525,45.15825120460882,18023003
2008-01-11,44.542449951171875,44.9687697897337,42.7898026777957,44.4792898701994,11629440
2008-01-14,45.22141647338867,45.695104387428856,43.91088076785129,44.62141263891157,10264240
2008-01-15,43.84770965576172,46.13720066539234,43.48454986949505,45.94772897391496,11558334
2008-01-16,42.94770050048828,43.89507605785783,41.85822117943398,43.53191628417306,14834065
2008-01-17,44.100341796875,45.079297343039904,42.18979862320458,43.10559408902303,16169395
2008-01-18,42.04769515991211,43.78455026632009,41.68453112019334,43.73717806413004,13254156
2008-01-21,34.8950080871582,41.684532880789455,30.394972070709024,41.684532880789455,33202389
2008-01-22,31.38971710205078,33.158152290650925,24.93177215866666,31.452875042729247,58755707
2008-01-23,34.8950080871582,36.23712345334112,31.894985503925785,31.894985503925785,28425991
2008-01-24,34.97394561767578,37.45291176418046,33.31603889515479,36.7739603439785,29911930
2008-01-25,36.77397537231445,36.94765919618236,35.289751796128165,36.63186731045775,12550722
2008-01-28,37.1687126159668,37.452924436494385,33.316050167744386,36.26870494829503,13601109
2008-01-29,36.552921295166016,37.800301023812715,36.0002854655735,37.26345307607068,7679877
2008-01-30,34.5318489074707,36.78975982324621,34.07394900258145,36.63186389510525,9016102
2008-01-31,32.27393341064453,34.98974402603266,31.894983640069555,34.89500604798881,41538563
2008-02-01,33.39500045776367,33.6318443718868,32.52657277264555,32.82657463554802,9089201
2008-02-04,35.116058349609375,35.52658814191313,34.02657700428041,34.02657700428041,12009385
2008-02-05,36.20553970336914,36.67922743115293,34.421316785356986,35.17921629317092,14593303
2008-02-06,35.88975143432617,36.31607128813455,33.88447447334736,35.21079981399487,12429218
2008-02-07,34.200260162353516,36.61606866275582,33.979206335665765,35.40026940357295,11300078
2008-02-08,33.31604766845703,34.70553090706843,32.70025186750833,34.4213191078617,13514197
